goterms	description	ontology	search_term
GO:0001767	establishment of lymphocyte polarity	biological_process	lymphocyte
GO:0051249	regulation of lymphocyte activation	biological_process	lymphocyte
GO:1901623	regulation of lymphocyte chemotaxis	biological_process	lymphocyte
GO:2000401	regulation of lymphocyte migration	biological_process	lymphocyte
GO:0050670	regulation of lymphocyte proliferation	biological_process	lymphocyte
GO:0045619	regulation of lymphocyte differentiation	biological_process	lymphocyte
GO:0002911	regulation of lymphocyte anergy	biological_process	lymphocyte
GO:0097021	lymphocyte migration into lymphoid organs	biological_process	lymphocyte
GO:0097022	lymphocyte migration into lymph node	biological_process	lymphocyte
GO:0051250	negative regulation of lymphocyte activation	biological_process	lymphocyte
GO:0051251	positive regulation of lymphocyte activation	biological_process	lymphocyte
GO:1901624	negative regulation of lymphocyte chemotaxis	biological_process	lymphocyte
GO:2000403	positive regulation of lymphocyte migration	biological_process	lymphocyte
GO:2000402	negative regulation of lymphocyte migration	biological_process	lymphocyte
GO:0050672	negative regulation of lymphocyte proliferation	biological_process	lymphocyte
GO:0050671	positive regulation of lymphocyte proliferation	biological_process	lymphocyte
GO:0045621	positive regulation of lymphocyte differentiation	biological_process	lymphocyte
GO:0045620	negative regulation of lymphocyte differentiation	biological_process	lymphocyte
GO:0002912	negative regulation of lymphocyte anergy	biological_process	lymphocyte
GO:0002913	positive regulation of lymphocyte anergy	biological_process	lymphocyte
GO:0140131	positive regulation of lymphocyte chemotaxis	biological_process	lymphocyte
GO:0002518	lymphocyte chemotaxis across high endothelial venule	biological_process	lymphocyte
GO:0002572	pro-T cell differentiation	biological_process	lymphocyte
GO:0002202	somatic diversification of variable lymphocyte receptors of jawless fish	biological_process	lymphocyte
GO:0036339	lymphocyte adhesion to endothelial cell of high endothelial venule	biological_process	lymphocyte
GO:2000174	regulation of pro-T cell differentiation	biological_process	lymphocyte
GO:2000175	negative regulation of pro-T cell differentiation	biological_process	lymphocyte
GO:2000176	positive regulation of pro-T cell differentiation	biological_process	lymphocyte
GO:0043368	positive T cell selection	biological_process	lymphocyte
GO:0043383	negative T cell selection	biological_process	lymphocyte
GO:0002517	T cell tolerance induction	biological_process	lymphocyte
GO:0002360	T cell lineage commitment	biological_process	lymphocyte
GO:0045061	thymic T cell selection	biological_process	lymphocyte
GO:0045062	extrathymic T cell selection	biological_process	lymphocyte
GO:0002680	pro-T cell lineage commitment	biological_process	lymphocyte
GO:0002667	regulation of T cell anergy	biological_process	lymphocyte
GO:0002512	central T cell tolerance induction	biological_process	lymphocyte
GO:0002458	peripheral T cell tolerance induction	biological_process	lymphocyte
GO:2000407	regulation of T cell extravasation	biological_process	lymphocyte
GO:2000404	regulation of T cell migration	biological_process	lymphocyte
GO:0050863	regulation of T cell activation	biological_process	lymphocyte
GO:0045059	positive thymic T cell selection	biological_process	lymphocyte
GO:0045067	positive extrathymic T cell selection	biological_process	lymphocyte
GO:0045068	negative extrathymic T cell selection	biological_process	lymphocyte
GO:0045060	negative thymic T cell selection	biological_process	lymphocyte
GO:0042129	regulation of T cell proliferation	biological_process	lymphocyte
GO:0046629	gamma-delta T cell activation	biological_process	lymphocyte
GO:0046630	gamma-delta T cell proliferation	biological_process	lymphocyte
GO:0046633	alpha-beta T cell proliferation	biological_process	lymphocyte
GO:0046631	alpha-beta T cell activation	biological_process	lymphocyte
GO:0043379	memory T cell differentiation	biological_process	lymphocyte
GO:0050798	activated T cell proliferation	biological_process	lymphocyte
GO:0046006	regulation of activated T cell proliferation	biological_process	lymphocyte
GO:0002664	regulation of T cell tolerance induction	biological_process	lymphocyte
GO:0002363	alpha-beta T cell lineage commitment	biological_process	lymphocyte
GO:0002365	gamma-delta T cell lineage commitment	biological_process	lymphocyte
GO:2000406	positive regulation of T cell migration	biological_process	lymphocyte
GO:2000405	negative regulation of T cell migration	biological_process	lymphocyte
GO:2000409	positive regulation of T cell extravasation	biological_process	lymphocyte
GO:2000408	negative regulation of T cell extravasation	biological_process	lymphocyte
GO:0072679	thymocyte migration	biological_process	lymphocyte
GO:0071594	thymocyte aggregation	biological_process	lymphocyte
GO:0001777	T cell homeostatic proliferation	biological_process	lymphocyte
GO:0002770	T cell inhibitory signaling pathway	biological_process	lymphocyte
GO:0042492	gamma-delta T cell differentiation	biological_process	lymphocyte
GO:0045580	regulation of T cell differentiation	biological_process	lymphocyte
GO:0046632	alpha-beta T cell differentiation	biological_process	lymphocyte
GO:0042722	alpha-beta T cell activation by superantigen	biological_process	lymphocyte
GO:1902232	regulation of positive thymic T cell selection	biological_process	lymphocyte
GO:0046634	regulation of alpha-beta T cell activation	biological_process	lymphocyte
GO:0046640	regulation of alpha-beta T cell proliferation	biological_process	lymphocyte
GO:0046643	regulation of gamma-delta T cell activation	biological_process	lymphocyte
GO:0046646	regulation of gamma-delta T cell proliferation	biological_process	lymphocyte
GO:0046013	regulation of T cell homeostatic proliferation	biological_process	lymphocyte
GO:0002304	gamma-delta intraepithelial T cell differentiation	biological_process	lymphocyte
GO:0043380	regulation of memory T cell differentiation	biological_process	lymphocyte
GO:0001768	establishment of T cell polarity	biological_process	lymphocyte
GO:0002299	alpha-beta intraepithelial T cell differentiation	biological_process	lymphocyte
GO:2000523	regulation of T cell costimulation	biological_process	lymphocyte
GO:0051132	NK T cell activation	biological_process	lymphocyte
GO:0001866	NK T cell proliferation	biological_process	lymphocyte
GO:0045586	regulation of gamma-delta T cell differentiation	biological_process	lymphocyte
GO:0046637	regulation of alpha-beta T cell differentiation	biological_process	lymphocyte
GO:2000410	regulation of thymocyte migration	biological_process	lymphocyte
GO:2000398	regulation of thymocyte aggregation	biological_process	lymphocyte
GO:0072681	fibronectin-dependent thymocyte migration	biological_process	lymphocyte
GO:0001865	NK T cell differentiation	biological_process	lymphocyte
GO:2000525	positive regulation of T cell costimulation	biological_process	lymphocyte
GO:2000524	negative regulation of T cell costimulation	biological_process	lymphocyte
GO:0033371	T cell secretory granule organization	biological_process	lymphocyte
GO:0045066	regulatory T cell differentiation	biological_process	lymphocyte
GO:0002364	NK T cell lineage commitment	biological_process	lymphocyte
GO:0050852	T cell receptor signaling pathway	biological_process	lymphocyte
GO:2000400	positive regulation of thymocyte aggregation	biological_process	lymphocyte
GO:2000412	positive regulation of thymocyte migration	biological_process	lymphocyte
GO:2000411	negative regulation of thymocyte migration	biological_process	lymphocyte
GO:2000399	negative regulation of thymocyte aggregation	biological_process	lymphocyte
GO:0072680	extracellular matrix-dependent thymocyte migration	biological_process	lymphocyte
GO:0033375	protease localization to T cell secretory granule	biological_process	lymphocyte
GO:0033374	protein localization to T cell secretory granule	biological_process	lymphocyte
GO:1903903	regulation of establishment of T cell polarity	biological_process	lymphocyte
GO:0033379	maintenance of protease location in T cell secretory granule	biological_process	lymphocyte
GO:0033377	maintenance of protein location in T cell secretory granule	biological_process	lymphocyte
GO:2000413	regulation of fibronectin-dependent thymocyte migration	biological_process	lymphocyte
GO:0042102	positive regulation of T cell proliferation	biological_process	lymphocyte
GO:0051140	regulation of NK T cell proliferation	biological_process	lymphocyte
GO:0051133	regulation of NK T cell activation	biological_process	lymphocyte
GO:0002668	negative regulation of T cell anergy	biological_process	lymphocyte
GO:0050868	negative regulation of T cell activation	biological_process	lymphocyte
GO:0042130	negative regulation of T cell proliferation	biological_process	lymphocyte
GO:0002669	positive regulation of T cell anergy	biological_process	lymphocyte
GO:0033378	establishment of protease localization to T cell secretory granule	biological_process	lymphocyte
GO:0033376	establishment of protein localization to T cell secretory granule	biological_process	lymphocyte
GO:2000415	positive regulation of fibronectin-dependent thymocyte migration	biological_process	lymphocyte
GO:2000414	negative regulation of fibronectin-dependent thymocyte migration	biological_process	lymphocyte
GO:0050870	positive regulation of T cell activation	biological_process	lymphocyte
GO:0046007	negative regulation of activated T cell proliferation	biological_process	lymphocyte
GO:0051136	regulation of NK T cell differentiation	biological_process	lymphocyte
GO:0002665	negative regulation of T cell tolerance induction	biological_process	lymphocyte
GO:0050856	regulation of T cell receptor signaling pathway	biological_process	lymphocyte
GO:0045581	negative regulation of T cell differentiation	biological_process	lymphocyte
GO:0045589	regulation of regulatory T cell differentiation	biological_process	lymphocyte
GO:0045582	positive regulation of T cell differentiation	biological_process	lymphocyte
GO:0002666	positive regulation of T cell tolerance induction	biological_process	lymphocyte
GO:0042104	positive regulation of activated T cell proliferation	biological_process	lymphocyte
GO:0046014	negative regulation of T cell homeostatic proliferation	biological_process	lymphocyte
GO:0043381	negative regulation of memory T cell differentiation	biological_process	lymphocyte
GO:0046636	negative regulation of alpha-beta T cell activation	biological_process	lymphocyte
GO:0046644	negative regulation of gamma-delta T cell activation	biological_process	lymphocyte
GO:0046642	negative regulation of alpha-beta T cell proliferation	biological_process	lymphocyte
GO:0046647	negative regulation of gamma-delta T cell proliferation	biological_process	lymphocyte
GO:0043382	positive regulation of memory T cell differentiation	biological_process	lymphocyte
GO:0042103	positive regulation of T cell homeostatic proliferation	biological_process	lymphocyte
GO:0045587	negative regulation of gamma-delta T cell differentiation	biological_process	lymphocyte
GO:0046639	negative regulation of alpha-beta T cell differentiation	biological_process	lymphocyte
GO:0046635	positive regulation of alpha-beta T cell activation	biological_process	lymphocyte
GO:0046641	positive regulation of alpha-beta T cell proliferation	biological_process	lymphocyte
GO:0046645	positive regulation of gamma-delta T cell activation	biological_process	lymphocyte
GO:0046648	positive regulation of gamma-delta T cell proliferation	biological_process	lymphocyte
GO:0045588	positive regulation of gamma-delta T cell differentiation	biological_process	lymphocyte
GO:0045590	negative regulation of regulatory T cell differentiation	biological_process	lymphocyte
GO:0046638	positive regulation of alpha-beta T cell differentiation	biological_process	lymphocyte
GO:0051134	negative regulation of NK T cell activation	biological_process	lymphocyte
GO:0051141	negative regulation of NK T cell proliferation	biological_process	lymphocyte
GO:0045591	positive regulation of regulatory T cell differentiation	biological_process	lymphocyte
GO:0051137	negative regulation of NK T cell differentiation	biological_process	lymphocyte
GO:0051135	positive regulation of NK T cell activation	biological_process	lymphocyte
GO:0051142	positive regulation of NK T cell proliferation	biological_process	lymphocyte
GO:0051138	positive regulation of NK T cell differentiation	biological_process	lymphocyte
GO:0050860	negative regulation of T cell receptor signaling pathway	biological_process	lymphocyte
GO:0050862	positive regulation of T cell receptor signaling pathway	biological_process	lymphocyte
GO:1902233	negative regulation of positive thymic T cell selection	biological_process	lymphocyte
GO:1902234	positive regulation of positive thymic T cell selection	biological_process	lymphocyte
GO:1903904	negative regulation of establishment of T cell polarity	biological_process	lymphocyte
GO:1903905	positive regulation of establishment of T cell polarity	biological_process	lymphocyte
GO:0039530	MDA-5 signaling pathway	biological_process	MDA-5
GO:0039533	regulation of MDA-5 signaling pathway	biological_process	MDA-5
GO:1900245	positive regulation of MDA-5 signaling pathway	biological_process	MDA-5
GO:0039534	negative regulation of MDA-5 signaling pathway	biological_process	MDA-5
GO:0039554	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MDA-5 activity	biological_process	MDA-5
GO:0015885	5-formyltetrahydrofolate transport	biological_process	MDA-5
GO:0098507	polynucleotide 5 dephosphorylation	biological_process	MDA-5
GO:0021571	rhombomere 5 development	biological_process	MDA-5
GO:0021666	rhombomere 5 formation	biological_process	MDA-5
GO:0021664	rhombomere 5 morphogenesis	biological_process	MDA-5
GO:1990514	5 transitive RNA interference	biological_process	MDA-5
GO:0046082	5-methylcytosine biosynthetic process	biological_process	MDA-5
GO:0036275	response to 5-fluorouracil	biological_process	MDA-5
GO:0000967	rRNA 5-end processing	biological_process	MDA-5
GO:0000966	RNA 5-end processing	biological_process	MDA-5
GO:0099116	tRNA 5-end processing	biological_process	MDA-5
GO:0006211	5-methylcytosine catabolic process	biological_process	MDA-5
GO:0001682	tRNA 5-leader removal	biological_process	MDA-5
GO:0019857	5-methylcytosine metabolic process	biological_process	MDA-5
GO:0021665	rhombomere 5 structural organization	biological_process	MDA-5
GO:0006019	deoxyribose 5-phosphate phosphorylation	biological_process	MDA-5
GO:0009443	pyridoxal 5-phosphate salvage	biological_process	MDA-5
GO:1902558	5-adenylyl sulfate transmembrane transport	biological_process	MDA-5
GO:0097745	mitochondrial tRNA 5-end processing	biological_process	MDA-5
GO:1904562	phosphatidylinositol 5-phosphate metabolic process	biological_process	MDA-5
GO:1904563	phosphatidylinositol 5-phosphate biosynthetic process	biological_process	MDA-5
GO:0000395	mRNA 5-splice site recognition	biological_process	MDA-5
GO:1902918	poly(5-hydroxyvalerate) metabolic process	biological_process	MDA-5
GO:1902919	poly(5-hydroxyvalerate) biosynthetic process	biological_process	MDA-5
GO:0046389	deoxyribose 5-phosphate metabolic process	biological_process	MDA-5
GO:0000964	mitochondrial RNA 5-end processing	biological_process	MDA-5
GO:0090617	mitochondrial mRNA 5-end processing	biological_process	MDA-5
GO:0051167	xylulose 5-phosphate metabolic process	biological_process	MDA-5
GO:0080178	5-carbamoylmethyl uridine residue modification	biological_process	MDA-5
GO:1901159	xylulose 5-phosphate biosynthetic process	biological_process	MDA-5
GO:0018352	protein-pyridoxal-5-phosphate linkage	biological_process	MDA-5
GO:0031041	O-glycan processing, core 5	biological_process	MDA-5
GO:0046963	3-phosphoadenosine 5-phosphosulfate transport	biological_process	MDA-5
GO:0002946	tRNA C5-cytosine methylation	biological_process	MDA-5
GO:0048162	multi-layer follicle stage	biological_process	MDA-5
GO:0015958	bis(5-nucleosidyl) oligophosphate catabolic process	biological_process	MDA-5
GO:0015957	bis(5-nucleosidyl) oligophosphate biosynthetic process	biological_process	MDA-5
GO:0015956	bis(5-nucleosidyl) oligophosphate metabolic process	biological_process	MDA-5
GO:0050428	3-phosphoadenosine 5-phosphosulfate biosynthetic process	biological_process	MDA-5
GO:0050427	3-phosphoadenosine 5-phosphosulfate metabolic process	biological_process	MDA-5
GO:0071106	adenosine 3,5-bisphosphate transmembrane transport	biological_process	MDA-5
GO:1990553	mitochondrial 5-adenylyl sulfate transmembrane transport	biological_process	MDA-5
GO:0046391	5-phosphoribose 1-diphosphate metabolic process	biological_process	MDA-5
GO:0106005	RNA 5-cap (guanine-N7)-methylation	biological_process	MDA-5
GO:1901279	D-ribose 5-phosphate catabolic process	biological_process	MDA-5
GO:1901278	D-ribose 5-phosphate metabolic process	biological_process	MDA-5
GO:1901280	D-ribose 5-phosphate biosynthetic process	biological_process	MDA-5
GO:0141166	chromosomal 5-methylcytosine DNA demethylation pathway	biological_process	MDA-5
GO:0050838	peptidyl-5-hydroxy-L-lysine trimethylation	biological_process	MDA-5
GO:1901910	adenosine 5-(hexahydrogen pentaphosphate) metabolic process	biological_process	MDA-5
GO:1901911	adenosine 5-(hexahydrogen pentaphosphate) catabolic process	biological_process	MDA-5
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	MDA-5
GO:0097330	response to 5-fluoro-2-deoxyuridine	biological_process	MDA-5
GO:0034146	toll-like receptor 5 signaling pathway	biological_process	MDA-5
GO:1904948	midbrain dopaminergic neuron differentiation	biological_process	MDA-5
GO:0035365	regulation of thymine transport	biological_process	MDA-5
GO:1904611	cellular response to 3,3,4,4,5-pentachlorobiphenyl	biological_process	MDA-5
GO:1902559	3-phospho-5-adenylyl sulfate transmembrane transport	biological_process	MDA-5
GO:1905242	response to 3,3,5-triiodo-L-thyronine	biological_process	MDA-5
GO:0036001	de novo pyridoxal 5-phosphate biosynthetic process	biological_process	MDA-5
GO:1903167	regulation of pyrroline-5-carboxylate reductase activity	biological_process	MDA-5
GO:0141167	chromosomal 5-methylcytosine DNA demethylation, oxidation pathway	biological_process	MDA-5
GO:1904285	regulation of protein-pyridoxal-5-phosphate linkage	biological_process	MDA-5
GO:0052653	3,5-cyclic diguanylic acid metabolic process	biological_process	MDA-5
GO:0140484	5-aminolevulinic acid import across plasma membrane	biological_process	MDA-5
GO:0002926	tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation	biological_process	MDA-5
GO:0019560	histidine catabolic process to hydantoin-5-propionate	biological_process	MDA-5
GO:0019488	ribitol catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0019640	glucuronate catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0010924	regulation of inositol-polyphosphate 5-phosphatase activity	biological_process	MDA-5
GO:0052863	1-deoxy-D-xylulose 5-phosphate metabolic process	biological_process	MDA-5
GO:0052864	1-deoxy-D-xylulose 5-phosphate catabolic process	biological_process	MDA-5
GO:0052865	1-deoxy-D-xylulose 5-phosphate biosynthetic process	biological_process	MDA-5
GO:2001144	regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:1990554	mitochondrial 3-phospho-5-adenylyl sulfate transmembrane transport	biological_process	MDA-5
GO:0098037	viral DNA genome packaging, 5 extended cos packaging	biological_process	MDA-5
GO:0120138	regulation of phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:1905243	cellular response to 3,3,5-triiodo-L-thyronine	biological_process	MDA-5
GO:0018395	peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine	biological_process	MDA-5
GO:1903168	positive regulation of pyrroline-5-carboxylate reductase activity	biological_process	MDA-5
GO:1903088	5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport	biological_process	MDA-5
GO:0141168	chromosomal 5-methylcytosine DNA demethylation, oxidative deamination pathway	biological_process	MDA-5
GO:1901851	7,8-didemethyl-8-hydroxy-5-deazariboflavin catabolic process	biological_process	MDA-5
GO:1901850	7,8-didemethyl-8-hydroxy-5-deazariboflavin metabolic process	biological_process	MDA-5
GO:1901852	7,8-didemethyl-8-hydroxy-5-deazariboflavin biosynthetic process	biological_process	MDA-5
GO:1904287	positive regulation of protein-pyridoxal-5-phosphate linkage	biological_process	MDA-5
GO:1904286	negative regulation of protein-pyridoxal-5-phosphate linkage	biological_process	MDA-5
GO:0019697	L-xylitol catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0034147	regulation of toll-like receptor 5 signaling pathway	biological_process	MDA-5
GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate	biological_process	MDA-5
GO:0046432	2-(5-triphosphoribosyl)-3-dephospho-CoA metabolic process	biological_process	MDA-5
GO:0019569	L-arabinose catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0019559	histidine catabolic process to imidazol-5-yl-lactate	biological_process	MDA-5
GO:0019528	D-arabitol catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0019590	L-arabitol catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0019573	D-arabinose catabolic process to xylulose 5-phosphate	biological_process	MDA-5
GO:0010925	positive regulation of inositol-polyphosphate 5-phosphatase activity	biological_process	MDA-5
GO:0019361	2-(5-triphosphoribosyl)-3-dephospho-CoA biosynthetic process	biological_process	MDA-5
GO:0035364	thymine transport	biological_process	MDA-5
GO:0035366	negative regulation of thymine transport	biological_process	MDA-5
GO:0035367	positive regulation of thymine transport	biological_process	MDA-5
GO:2001145	negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:2001146	positive regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:0120139	positive regulation of phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:0120140	negative regulation of phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	biological_process	MDA-5
GO:0106410	box C/D sno(s)RNA 5-end processing	biological_process	MDA-5
GO:0034149	positive regulation of toll-like receptor 5 signaling pathway	biological_process	MDA-5
GO:0034148	negative regulation of toll-like receptor 5 signaling pathway	biological_process	MDA-5
GO:0034403	alignment of 3 and 5 splice sites of mRNA	biological_process	MDA-5
GO:0036515	serotonergic neuron axon guidance	biological_process	MDA-5
GO:0106387	de novo GMP biosynthetic process	biological_process	MDA-5
GO:0044210	de novo CTP biosynthetic process	biological_process	MDA-5
GO:1902768	isoprenoid biosynthetic process via 1-deoxy-D-xylulose 5-phosphate	biological_process	MDA-5
GO:1902395	regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity	biological_process	MDA-5
GO:0141169	chromosomal 5-methylcytosine DNA demethylation, direct 5-methylcytosine excision pathway	biological_process	MDA-5
GO:0033513	L-lysine catabolic process to acetyl-CoA via 5-aminopentanamide	biological_process	MDA-5
GO:1904956	regulation of midbrain dopaminergic neuron differentiation	biological_process	MDA-5
GO:0001820	serotonin secretion	biological_process	MDA-5
GO:0070478	nuclear-transcribed mRNA catabolic process, 3-5 exonucleolytic nonsense-mediated decay	biological_process	MDA-5
GO:0070479	nuclear-transcribed mRNA catabolic process, 5-3 exonucleolytic nonsense-mediated decay	biological_process	MDA-5
GO:0018172	peptidyl-L-3,4,5-trihydroxyphenylalanine biosynthetic process from peptidyl-tyrosine	biological_process	MDA-5
GO:0018072	peptidyl-L-glutamyl 5-glycerylphosphorylethanolamine biosynthetic process from peptidyl-glutamic acid	biological_process	MDA-5
GO:0018068	peptidyl-L-2,4,5-topaquinone biosynthetic process from peptidyl-tyrosine	biological_process	MDA-5
GO:0050496	peptidyl-L-glutamyl 5-omega-hydroxyceramide ester biosynthetic process from peptidyl-glutamine	biological_process	MDA-5
GO:0051112	peptidyl-histidine adenylylation, to form peptidyl-1-(phospho-5-adenosine)-L-histidine	biological_process	MDA-5
GO:0051110	peptidyl-histidine uridylylation, to form peptidyl-1-(phospho-5-uridine)-L-histidine	biological_process	MDA-5
GO:0141170	positive regulation of 5-methylcytosine DNA demethylation, direct 5-methylcytosine excision pathway	biological_process	MDA-5
GO:0018272	protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine	biological_process	MDA-5
GO:0036519	chemorepulsion of serotonergic neuron axon	biological_process	MDA-5
GO:0036517	chemoattraction of serotonergic neuron axon	biological_process	MDA-5
GO:0051610	serotonin uptake	biological_process	MDA-5
GO:0019648	formaldehyde assimilation via xylulose monophosphate cycle	biological_process	MDA-5
GO:0044211	CTP salvage	biological_process	MDA-5
GO:0071318	cellular response to ATP	biological_process	MDA-5
GO:0035942	dehydroepiandrosterone secretion	biological_process	MDA-5
GO:0021559	trigeminal nerve development	biological_process	MDA-5
GO:0000480	endonucleolytic cleavage in 5-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	MDA-5
GO:0000971	tRNA exon ligation utilizing 2,3 cyclic phosphate of 5-exon as source of linkage phosphate	biological_process	MDA-5
GO:1990273	snRNA 2,2,7-trimethylguanosine (TMG) capping	biological_process	MDA-5
GO:0000472	endonucleolytic cleavage to generate mature 5-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	MDA-5
GO:0050841	peptidyl-N6,N6,N6-trimethyl-lysine hydroxylation to peptidyl-N6,N6,N6-trimethyl-5-hydroxy-L-lysine	biological_process	MDA-5
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	MDA-5
GO:0052078	symbiont-mediated suppression of host pathogen-associated molecular pattern receptor signaling pathway	biological_process	pathogen
GO:0002221	pattern recognition receptor signaling pathway	biological_process	pathogen
GO:0002752	cell surface pattern recognition receptor signaling pathway	biological_process	pathogen
GO:0085017	entry into host cell by a symbiont-containing vacuole	biological_process	pathogen
GO:0044403	biological process involved in symbiotic interaction	biological_process	pathogen
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	biological_process	pathogen
GO:0002754	endosomal pattern recognition receptor signaling pathway	biological_process	pathogen
GO:0001907	symbiont-mediated killing of host cell	biological_process	pathogen
GO:0001897	symbiont-mediated cytolysis of host cell	biological_process	pathogen
GO:0019836	hemolysis by symbiont of host erythrocytes	biological_process	pathogen
GO:0044003	modulation by symbiont of host process	biological_process	pathogen
GO:0052042	symbiont-mediated activation of host programmed cell death	biological_process	pathogen
GO:0006909	phagocytosis	biological_process	phagocytosis
GO:0006910	phagocytosis, recognition	biological_process	phagocytosis
GO:0006911	phagocytosis, engulfment	biological_process	phagocytosis
GO:0050764	regulation of phagocytosis	biological_process	phagocytosis
GO:0050766	positive regulation of phagocytosis	biological_process	phagocytosis
GO:0050765	negative regulation of phagocytosis	biological_process	phagocytosis
GO:0045728	respiratory burst after phagocytosis	biological_process	phagocytosis
GO:0060099	regulation of phagocytosis, engulfment	biological_process	phagocytosis
GO:0060100	positive regulation of phagocytosis, engulfment	biological_process	phagocytosis
GO:0060101	negative regulation of phagocytosis, engulfment	biological_process	phagocytosis
GO:0150094	amyloid-beta clearance by cellular catabolic process	biological_process	phagocytosis
GO:0060097	cytoskeletal rearrangement involved in phagocytosis, engulfment	biological_process	phagocytosis
GO:0060098	membrane reorganization involved in phagocytosis, engulfment	biological_process	phagocytosis
GO:0052067	symbiont-mediated perturbation of host phagocytosis	biological_process	phagocytosis
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	biological_process	phagocytosis
GO:1905449	regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	biological_process	phagocytosis
GO:1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	biological_process	phagocytosis
GO:1905450	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	biological_process	phagocytosis
GO:0000304	response to singlet oxygen	biological_process	response
GO:0036315	cellular response to sterol	biological_process	response
GO:0071250	cellular response to nitrite	biological_process	response
GO:0071240	cellular response to food	biological_process	response
GO:0071249	cellular response to nitrate	biological_process	response
GO:0071246	cellular response to chlorate	biological_process	response
GO:0071247	cellular response to chromate	biological_process	response
GO:0071234	cellular response to phenylalanine	biological_process	response
GO:0071232	cellular response to histidine	biological_process	response
GO:0071237	cellular response to bacteriocin	biological_process	response
GO:0071235	cellular response to proline	biological_process	response
GO:0071236	cellular response to antibiotic	biological_process	response
GO:0071239	cellular response to streptomycin	biological_process	response
GO:0071222	cellular response to lipopolysaccharide	biological_process	response
GO:0071224	cellular response to peptidoglycan	biological_process	response
GO:0071295	cellular response to vitamin	biological_process	response
GO:0071296	cellular response to biotin	biological_process	response
GO:0071297	cellular response to cobalamin	biological_process	response
GO:0010219	regulation of vernalization response	biological_process	response
GO:0010226	response to lithium ion	biological_process	response
GO:0010272	response to silver ion	biological_process	response
GO:0061848	cellular response to cholecystokinin	biological_process	response
GO:0010269	response to selenium ion	biological_process	response
GO:0010266	response to vitamin B1	biological_process	response
GO:0036256	cellular response to methylamine	biological_process	response
GO:1904976	cellular response to bleomycin	biological_process	response
GO:0036245	cellular response to menadione	biological_process	response
GO:1902348	cellular response to strigolactone	biological_process	response
GO:1990910	response to hypobaric hypoxia	biological_process	response
GO:1990911	response to psychosocial stress	biological_process	response
GO:0097238	cellular response to methylglyoxal	biological_process	response
GO:1902350	cellular response to chloroquine	biological_process	response
GO:0097185	cellular response to azide	biological_process	response
GO:0009267	cellular response to starvation	biological_process	response
GO:0010288	response to lead ion	biological_process	response
GO:0071361	cellular response to ethanol	biological_process	response
GO:0071362	cellular response to ether	biological_process	response
GO:0071396	cellular response to lipid	biological_process	response
GO:0071397	cellular response to cholesterol	biological_process	response
GO:0071390	cellular response to ecdysone	biological_process	response
GO:0071321	cellular response to cGMP	biological_process	response
GO:0071320	cellular response to cAMP	biological_process	response
GO:0071323	cellular response to chitin	biological_process	response
GO:0071359	cellular response to dsRNA	biological_process	response
GO:0010332	response to gamma radiation	biological_process	response
GO:0071311	cellular response to acetate	biological_process	response
GO:0071314	cellular response to cocaine	biological_process	response
GO:0071315	cellular response to morphine	biological_process	response
GO:0071312	cellular response to alkaloid	biological_process	response
GO:0071313	cellular response to caffeine	biological_process	response
GO:0071316	cellular response to nicotine	biological_process	response
GO:0071309	cellular response to phylloquinone	biological_process	response
GO:0097403	cellular response to raffinose	biological_process	response
GO:0061477	response to aromatase inhibitor	biological_process	response
